LogID,UserID,UserIP,Timestamp,DateTime,Event,ImageID,Type
345,1,127.0.0.1,1500453971,2017-07-19 10:46:11.586,page loaded,133,None
346,1,127.0.0.1,1500453972,2017-07-19 10:46:12.752,page loaded,120,None
347,1,127.0.0.1,1500454010,2017-07-19 10:46:50.988,page loaded,134,None
348,1,127.0.0.1,1500454013,2017-07-19 10:46:53.136,page loaded,135,None
349,1,127.0.0.1,1500454014,2017-07-19 10:46:54.041,page loaded,127,None
350,3,10.97.47.26,1500454132,2017-07-19 08:48:52.807,page loaded,119,None
351,1,127.0.0.1,1500454174,2017-07-19 10:49:34.155,page loaded,120,None
352,3,10.97.47.26,1500454179,2017-07-19 08:49:39.658,page loaded,126,None
353,2,10.120.21.78,1500454181,2017-07-19 08:49:41.957,page loaded,118,None
354,2,10.120.21.78,1500454183,2017-07-19 08:49:43.042,page loaded,128,None
355,1,127.0.0.1,1500454187,2017-07-19 10:49:47.283,page loaded,138,None
356,1,127.0.0.1,1500454191,2017-07-19 10:49:51.887,page loaded,139,None
357,1,127.0.0.1,1500454192,2017-07-19 10:49:52.825,page loaded,57,None
358,1,127.0.0.1,1500454195,2017-07-19 10:49:55.034,page loaded,140,None
359,1,127.0.0.1,1500454196,2017-07-19 10:49:56.671,page loaded,119,None
360,1,127.0.0.1,1500454237,2017-07-19 10:50:37.740,page loaded,141,None
361,1,127.0.0.1,1500454240,2017-07-19 10:50:40.222,page loaded,119,None
362,1,127.0.0.1,1500454272,2017-07-19 10:51:12.283,page loaded,121,None
363,1,127.0.0.1,1500454335,2017-07-19 10:52:15.618,page loaded,125,None
364,1,127.0.0.1,1500454340,2017-07-19 10:52:20.937,page loaded,142,None
365,1,127.0.0.1,1500454342,2017-07-19 10:52:22.485,page loaded,143,None
366,1,127.0.0.1,1500454343,2017-07-19 10:52:23.781,page loaded,144,None
367,1,127.0.0.1,1500454344,2017-07-19 10:52:24.840,page loaded,145,None
368,1,127.0.0.1,1500454345,2017-07-19 10:52:25.953,page loaded,146,None
369,1,127.0.0.1,1500454346,2017-07-19 10:52:26.871,page loaded,147,None
370,1,127.0.0.1,1500454347,2017-07-19 10:52:27.650,page loaded,125,None
371,1,127.0.0.1,1500454763,2017-07-19 10:59:23.097,started typing,125,None
372,1,127.0.0.1,1500454768,2017-07-19 10:59:28.275,submitted,125,minard map
373,1,127.0.0.1,1500454769,2017-07-19 10:59:29.361,page loaded,148,None
374,1,127.0.0.1,1500455936,2017-07-19 11:18:56.101,page loaded,57,None
375,1,127.0.0.1,1500457494,2017-07-19 11:44:54.009,started typing,57,None
376,1,127.0.0.1,1500457511,2017-07-19 11:45:11.743,submitted,57,diagram of the causes of mortality
377,1,127.0.0.1,1500457513,2017-07-19 11:45:13.348,page loaded,149,None
378,1,127.0.0.1,1500459190,2017-07-19 12:13:10.635,page loaded,150,None
379,1,127.0.0.1,1500462317,2017-07-19 13:05:17.359,page loaded,151,None
380,1,127.0.0.1,1500463091,2017-07-19 13:18:11.209,page loaded,152,None
381,1,127.0.0.1,1500463094,2017-07-19 13:18:14.388,started typing,152,None
382,1,127.0.0.1,1500463097,2017-07-19 13:18:17.062,submitted,152,scatter plot
383,1,127.0.0.1,1500463097,2017-07-19 13:18:17.652,page loaded,153,None
384,1,127.0.0.1,1500463099,2017-07-19 13:18:19.721,started typing,153,None
385,1,127.0.0.1,1500463101,2017-07-19 13:18:21.130,submitted,153,pie chart
386,1,127.0.0.1,1500463101,2017-07-19 13:18:21.733,page loaded,154,None
387,1,127.0.0.1,1500463102,2017-07-19 13:18:22.574,started typing,154,None
388,1,127.0.0.1,1500463104,2017-07-19 13:18:24.235,submitted,154,bar chart
389,1,127.0.0.1,1500463104,2017-07-19 13:18:24.855,page loaded,155,None
390,1,127.0.0.1,1500463105,2017-07-19 13:18:25.781,started typing,155,None
391,1,127.0.0.1,1500463107,2017-07-19 13:18:27.611,submitted,155,line chart
392,1,127.0.0.1,1500463108,2017-07-19 13:18:28.244,page loaded,156,None
393,1,127.0.0.1,1500463108,2017-07-19 13:18:28.852,started typing,156,None
394,1,127.0.0.1,1500463110,2017-07-19 13:18:30.226,submitted,156,bar chart
395,1,127.0.0.1,1500463110,2017-07-19 13:18:30.806,page loaded,157,None
396,1,127.0.0.1,1500463111,2017-07-19 13:18:31.462,started typing,157,None
397,1,127.0.0.1,1500463113,2017-07-19 13:18:33.541,submitted,157,line chart
398,1,127.0.0.1,1500463114,2017-07-19 13:18:34.115,page loaded,158,None
399,1,127.0.0.1,1500463114,2017-07-19 13:18:34.839,started typing,158,None
400,1,127.0.0.1,1500463116,2017-07-19 13:18:36.170,submitted,158,pie chart
401,1,127.0.0.1,1500463116,2017-07-19 13:18:36.765,page loaded,159,None
402,1,127.0.0.1,1500463117,2017-07-19 13:18:37.241,started typing,159,None
403,1,127.0.0.1,1500463118,2017-07-19 13:18:38.762,submitted,159,line chart
404,1,127.0.0.1,1500463119,2017-07-19 13:18:39.391,page loaded,160,None
405,1,127.0.0.1,1500463120,2017-07-19 13:18:40.383,started typing,160,None
406,1,127.0.0.1,1500463123,2017-07-19 13:18:43.950,submitted,160,scatter plot
407,1,127.0.0.1,1500463124,2017-07-19 13:18:44.537,page loaded,161,None
408,1,127.0.0.1,1500463125,2017-07-19 13:18:45.149,started typing,161,None
409,1,127.0.0.1,1500463126,2017-07-19 13:18:46.654,submitted,161,line chart
410,1,127.0.0.1,1500463127,2017-07-19 13:18:47.247,page loaded,162,None
411,1,127.0.0.1,1500463127,2017-07-19 13:18:47.773,started typing,162,None
412,1,127.0.0.1,1500463129,2017-07-19 13:18:49.085,submitted,162,pie chart
413,1,127.0.0.1,1500463129,2017-07-19 13:18:49.676,page loaded,163,None
414,1,127.0.0.1,1500463130,2017-07-19 13:18:50.371,started typing,163,None
415,1,127.0.0.1,1500463131,2017-07-19 13:18:51.873,submitted,163,line chart
416,1,127.0.0.1,1500463132,2017-07-19 13:18:52.483,page loaded,164,None
417,1,127.0.0.1,1500463133,2017-07-19 13:18:53.941,started typing,164,None
418,1,127.0.0.1,1500463136,2017-07-19 13:18:56.492,submitted,164,pie chat
419,1,127.0.0.1,1500463137,2017-07-19 13:18:57.176,page loaded,165,None
420,1,127.0.0.1,1500463138,2017-07-19 13:18:58.899,started typing,165,None
421,1,127.0.0.1,1500463141,2017-07-19 13:19:01.570,submitted,165,line chart
422,1,127.0.0.1,1500463142,2017-07-19 13:19:02.170,page loaded,166,None
423,1,127.0.0.1,1500463143,2017-07-19 13:19:03.097,started typing,166,None
424,1,127.0.0.1,1500463146,2017-07-19 13:19:06.805,submitted,166,scatter plot
425,1,127.0.0.1,1500463147,2017-07-19 13:19:07.415,page loaded,167,None
426,1,127.0.0.1,1500466503,2017-07-19 14:15:03.959,page loaded,168,None
427,1,127.0.0.1,1500466583,2017-07-19 14:16:23.115,page loaded,125,None
428,1,127.0.0.1,1500466584,2017-07-19 14:16:24.962,page loaded,169,None
429,1,127.0.0.1,1500466586,2017-07-19 14:16:26.826,page loaded,170,None
430,1,127.0.0.1,1500466601,2017-07-19 14:16:41.029,page loaded,171,None
431,1,127.0.0.1,1500466607,2017-07-19 14:16:47.291,page loaded,172,None
432,1,127.0.0.1,1500466626,2017-07-19 14:17:06.122,page loaded,120,None
433,1,127.0.0.1,1500466650,2017-07-19 14:17:30.473,page loaded,122,None
434,1,127.0.0.1,1500466767,2017-07-19 14:19:27.511,page loaded,57,None
435,8,10.35.162.25,1500474979,2017-07-19 14:36:19.319,page loaded,119,None
436,10,10.122.0.47,1500474981,2017-07-19 14:36:21.918,started typing,119,None
437,10,10.122.0.47,1500474983,2017-07-19 14:36:23.377,submitted,119,toto
